x,y,MAX_REL_HUMIDITY,MIN_TEMPERATURE_FLAG,TOTAL_RAIN,MIN_TEMPERATURE,ID,TOTAL_PRECIPITATION,MIN_REL_HUMIDITY,MEAN_TEMPERATURE_FLAG,TOTAL_SNOW,MEAN_TEMPERATURE,DIRECTION_MAX_GUST,HEATING_DEGREE_DAYS,SPEED_MAX_GUST,MAX_REL_HUMIDITY_FLAG,LOCAL_YEAR,TOTAL_SNOW_FLAG,SNOW_ON_GROUND_FLAG,COOLING_DEGREE_DAYS,MAX_TEMPERATURE_FLAG,TOTAL_RAIN_FLAG,CLIMATE_IDENTIFIER,PROVINCE_CODE,MAX_TEMPERATURE,DIRECTION_MAX_GUST_FLAG,SNOW_ON_GROUND,LOCAL_DATE,TOTAL_PRECIPITATION_FLAG,COOLING_DEGREE_DAYS_FLAG,SPEED_MAX_GUST_FLAG,LOCAL_MONTH,LOCAL_DAY,STATION_NAME,MIN_REL_HUMIDITY_FLAG,HEATING_DEGREE_DAYS_FLAG
-79.4,43.666666666666664,68,,,0.7,6158355.2022.4.16,0,41,,,4.2,,13.8,,,2022,,,0,,,6158355,ON,7.7,M,,2022-04-16 00:00:00,,,M,4,16,TORONTO CITY,,
-79.4,43.666666666666664,69,,,-0.3,6158355.2022.4.17,0,34,,,4.3,,13.7,,,2022,,,0,,,6158355,ON,8.9,M,,2022-04-17 00:00:00,,,M,4,17,TORONTO CITY,,
-79.4,43.666666666666664,95,,,0.6,6158355.2022.4.18,13.6,52,,,3.3,,14.7,,,2022,,,0,,,6158355,ON,5.9,M,,2022-04-18 00:00:00,,,M,4,18,TORONTO CITY,,
-79.4,43.666666666666664,89,,,2.2,6158355.2022.4.19,0.9,60,,,4.7,,13.3,,,2022,,,0,,,6158355,ON,7.1,M,,2022-04-19 00:00:00,,,M,4,19,TORONTO CITY,,
-79.4,43.666666666666664,73,,,2.5,6158355.2022.4.20,0,36,,,6.4,,11.6,,,2022,,,0,,,6158355,ON,10.3,M,,2022-04-20 00:00:00,,,M,4,20,TORONTO CITY,,
-79.4,43.666666666666664,95,,,5.5,6158355.2022.4.21,4.3,48,,,10.8,,7.2,,,2022,,,0,,,6158355,ON,16,M,,2022-04-21 00:00:00,,,M,4,21,TORONTO CITY,,
-79.4,43.666666666666664,71,,,4.6,6158355.2022.4.22,0,49,,,8.2,,9.8,,,2022,,,0,,,6158355,ON,11.7,M,,2022-04-22 00:00:00,,,M,4,22,TORONTO CITY,,
-79.4,43.666666666666664,73,,,6.6,6158355.2022.4.23,0.1,50,,,8.1,,9.9,,,2022,,,0,,,6158355,ON,9.7,M,,2022-04-23 00:00:00,,,M,4,23,TORONTO CITY,,
-79.4,43.666666666666664,68,,,7.6,6158355.2022.4.24,0,53,,,11.1,,6.9,,,2022,,,0,,,6158355,ON,14.7,M,,2022-04-24 00:00:00,,,M,4,24,TORONTO CITY,,
-79.4,43.666666666666664,92,,,10.3,6158355.2022.4.25,8.9,62,,,14.8,,3.2,,,2022,,,0,,,6158355,ON,19.2,M,,2022-04-25 00:00:00,,,M,4,25,TORONTO CITY,,
-79.4,43.666666666666664,86,,,2.4,6158355.2022.4.26,2.5,54,,,7.2,,10.8,,,2022,,,0,,,6158355,ON,11.9,M,,2022-04-26 00:00:00,,,M,4,26,TORONTO CITY,,
-79.4,43.666666666666664,82,,,0.4,6158355.2022.4.27,0,48,,,2.8,,15.2,,,2022,,,0,,,6158355,ON,5.2,M,,2022-04-27 00:00:00,,,M,4,27,TORONTO CITY,,
-79.4,43.666666666666664,67,,,-0.5,6158355.2022.4.28,0,19,,,5.2,,12.8,,,2022,,,0,,,6158355,ON,10.8,M,,2022-04-28 00:00:00,,,M,4,28,TORONTO CITY,,
-79.4,43.666666666666664,50,,,1.8,6158355.2022.4.29,0,26,,,7.1,,10.9,,,2022,,,0,,,6158355,ON,12.3,M,,2022-04-29 00:00:00,,,M,4,29,TORONTO CITY,,
-79.4,43.666666666666664,39,,,6.6,6158355.2022.4.30,0,21,,,9.9,,8.1,,,2022,,,0,,,6158355,ON,13.1,M,,2022-04-30 00:00:00,,,M,4,30,TORONTO CITY,,
-79.4,43.666666666666664,91,,,6.9,6158355.2022.5.1,1.4,36,,,9.1,,8.9,,,2022,,,0,,,6158355,ON,11.2,M,,2022-05-01 00:00:00,,,M,5,1,TORONTO CITY,,
-79.4,43.666666666666664,94,,,8.5,6158355.2022.5.2,0,66,,,11,,7,,,2022,,,0,,,6158355,ON,13.6,M,,2022-05-02 00:00:00,,,M,5,2,TORONTO CITY,,
-79.4,43.666666666666664,94,,,8.8,6158355.2022.5.3,12.8,67,,,10.9,,7.1,,,2022,,,0,,,6158355,ON,13.1,M,,2022-05-03 00:00:00,,,M,5,3,TORONTO CITY,,
-79.4,43.666666666666664,92,,,9.6,6158355.2022.5.4,4.3,53,,,13.2,,4.8,,,2022,,,0,,,6158355,ON,16.8,M,,2022-05-04 00:00:00,,,M,5,4,TORONTO CITY,,
-79.4,43.666666666666664,64,,,8,6158355.2022.5.5,0,31,,,11.3,,6.7,,,2022,,,0,,,6158355,ON,14.7,M,,2022-05-05 00:00:00,,,M,5,5,TORONTO CITY,,
-79.4,43.666666666666664,58,,,9.8,6158355.2022.5.6,0,27,,,12.8,,5.2,,,2022,,,0,,,6158355,ON,15.7,M,,2022-05-06 00:00:00,,,M,5,6,TORONTO CITY,,
-79.4,43.666666666666664,42,,,7.9,6158355.2022.5.7,0,27,,,10.5,,7.5,,,2022,,,0,,,6158355,ON,13.1,M,,2022-05-07 00:00:00,,,M,5,7,TORONTO CITY,,
-79.4,43.666666666666664,48,,,8.6,6158355.2022.5.8,0,22,,,12.4,,5.6,,,2022,,,0,,,6158355,ON,16.1,M,,2022-05-08 00:00:00,,,M,5,8,TORONTO CITY,,
-79.4,43.666666666666664,41,,,10.2,6158355.2022.5.9,0,19,,,14.9,,3.1,,,2022,,,0,,,6158355,ON,19.6,M,,2022-05-09 00:00:00,,,M,5,9,TORONTO CITY,,
-79.4,43.666666666666664,47,,,11.5,6158355.2022.5.10,0,17,,,16,,2,,,2022,,,0,,,6158355,ON,20.5,M,,2022-05-10 00:00:00,,,M,5,10,TORONTO CITY,,
-79.4,43.666666666666664,45,,,13,6158355.2022.5.11,0,24,,,18.2,,0,,,2022,,,0.2,,,6158355,ON,23.3,M,,2022-05-11 00:00:00,,,M,5,11,TORONTO CITY,,
-79.4,43.666666666666664,46,,,14.3,6158355.2022.5.12,0,22,,,19.2,,0,,,2022,,,1.2,,,6158355,ON,24.1,M,,2022-05-12 00:00:00,,,M,5,12,TORONTO CITY,,
-79.4,43.666666666666664,74,,,14.2,6158355.2022.5.13,0,37,,,20.6,,0,,,2022,,,2.6,,,6158355,ON,26.9,M,,2022-05-13 00:00:00,,,M,5,13,TORONTO CITY,,
-79.4,43.666666666666664,81,,,16.6,6158355.2022.5.14,0,50,,,21.8,,0,,,2022,,,3.8,,,6158355,ON,27,M,,2022-05-14 00:00:00,,,M,5,14,TORONTO CITY,,
-79.4,43.666666666666664,88,,,15.5,6158355.2022.5.15,0,27,,,22.3,,0,,,2022,,,4.3,,,6158355,ON,29.1,M,,2022-05-15 00:00:00,,,M,5,15,TORONTO CITY,,
-79.4,43.666666666666664,87,,,12.2,6158355.2022.5.16,3.5,50,,,16.5,,1.5,,,2022,,,0,,,6158355,ON,20.7,M,,2022-05-16 00:00:00,,,M,5,16,TORONTO CITY,,
-79.4,43.666666666666664,69,,,8.1,6158355.2022.5.17,0,45,,,12.8,,5.2,,,2022,,,0,,,6158355,ON,17.5,M,,2022-05-17 00:00:00,,,M,5,17,TORONTO CITY,,
-79.4,43.666666666666664,72,,,7.2,6158355.2022.5.18,0,39,,,10.9,,7.1,,,2022,,,0,,,6158355,ON,14.6,M,,2022-05-18 00:00:00,,,M,5,18,TORONTO CITY,,
-79.4,43.666666666666664,90,,,9.4,6158355.2022.5.19,1.3,55,,,14.7,,3.3,,,2022,,,0,,,6158355,ON,20,M,,2022-05-19 00:00:00,,,M,5,19,TORONTO CITY,,
-79.4,43.666666666666664,86,,,11.6,6158355.2022.5.20,0,59,,,17.6,,0.4,,,2022,,,0,,,6158355,ON,23.5,M,,2022-05-20 00:00:00,,,M,5,20,TORONTO CITY,,
-79.4,43.666666666666664,82,,,16.6,6158355.2022.5.21,1.5,57,,,22,,0,,,2022,,,4,,,6158355,ON,27.4,M,,2022-05-21 00:00:00,,,M,5,21,TORONTO CITY,,
-79.4,43.666666666666664,91,,,9.2,6158355.2022.5.22,0.1,57,,,13.8,,4.2,,,2022,,,0,,,6158355,ON,18.3,M,,2022-05-22 00:00:00,,,M,5,22,TORONTO CITY,,
-79.4,43.666666666666664,74,,,8,6158355.2022.5.23,0,38,,,12.1,,5.9,,,2022,,,0,,,6158355,ON,16.2,M,,2022-05-23 00:00:00,,,M,5,23,TORONTO CITY,,
-79.4,43.666666666666664,76,,,8.7,6158355.2022.5.24,0,37,,,13.8,,4.2,,,2022,,,0,,,6158355,ON,18.8,M,,2022-05-24 00:00:00,,,M,5,24,TORONTO CITY,,
-79.4,43.666666666666664,76,,,11.7,6158355.2022.5.25,0,41,,,15.4,,2.6,,,2022,,,0,,,6158355,ON,19.1,M,,2022-05-25 00:00:00,,,M,5,25,TORONTO CITY,,
-79.4,43.666666666666664,87,,,14.2,6158355.2022.5.26,0.2,57,,,20.1,,0,,,2022,,,2.1,,,6158355,ON,26,M,,2022-05-26 00:00:00,,,M,5,26,TORONTO CITY,,
-79.4,43.666666666666664,95,,,16.2,6158355.2022.5.27,3.2,70,,,19.2,,0,,,2022,,,1.2,,,6158355,ON,22.2,M,,2022-05-27 00:00:00,,,M,5,27,TORONTO CITY,,
-79.4,43.666666666666664,90,,,13.8,6158355.2022.5.28,0.3,42,,,18.1,,0,,,2022,,,0.1,,,6158355,ON,22.4,M,,2022-05-28 00:00:00,,,M,5,28,TORONTO CITY,,
-79.4,43.666666666666664,69,,,15.5,6158355.2022.5.29,0,47,,,19.9,,0,,,2022,,,1.9,,,6158355,ON,24.4,M,,2022-05-29 00:00:00,,,M,5,29,TORONTO CITY,,
-79.4,43.666666666666664,75,,,16.8,6158355.2022.5.30,0,38,,,23.2,,0,,,2022,,,5.2,,,6158355,ON,29.7,M,,2022-05-30 00:00:00,,,M,5,30,TORONTO CITY,,
-79.4,43.666666666666664,79,,,19.3,6158355.2022.5.31,0,41,,,25.7,,0,,,2022,,,7.7,,,6158355,ON,32.2,M,,2022-05-31 00:00:00,,,M,5,31,TORONTO CITY,,
-79.4,43.666666666666664,87,,,14.4,6158355.2022.6.1,4,57,,,20.1,,0,,,2022,,,2.1,,,6158355,ON,25.7,M,,2022-06-01 00:00:00,,,M,6,1,TORONTO CITY,,
-79.4,43.666666666666664,70,,,11.9,6158355.2022.6.2,0,30,,,16.5,,1.5,,,2022,,,0,,,6158355,ON,21.1,M,,2022-06-02 00:00:00,,,M,6,2,TORONTO CITY,,
-79.4,43.666666666666664,81,,,10.8,6158355.2022.6.3,0,35,,,17.1,,0.9,,,2022,,,0,,,6158355,ON,23.3,M,,2022-06-03 00:00:00,,,M,6,3,TORONTO CITY,,
-79.4,43.666666666666664,57,,,9.1,6158355.2022.6.4,0,23,,,15.4,,2.6,,,2022,,,0,,,6158355,ON,21.6,M,,2022-06-04 00:00:00,,,M,6,4,TORONTO CITY,,
-79.4,43.666666666666664,63,,,11.5,6158355.2022.6.5,0.2,25,,,17.6,,0.4,,,2022,,,0,,,6158355,ON,23.7,M,,2022-06-05 00:00:00,,,M,6,5,TORONTO CITY,,
-79.4,43.666666666666664,96,,,13.8,6158355.2022.6.6,7.5,53,,,16.8,,1.2,,,2022,,,0,,,6158355,ON,19.9,M,,2022-06-06 00:00:00,,,M,6,6,TORONTO CITY,,
-79.4,43.666666666666664,97,,,13,6158355.2022.6.7,31.7,68,,,17,,1,,,2022,,,0,,,6158355,ON,21,M,,2022-06-07 00:00:00,,,M,6,7,TORONTO CITY,,
-79.4,43.666666666666664,89,,,12.2,6158355.2022.6.8,2.2,42,,,17.3,,0.7,,,2022,,,0,,,6158355,ON,22.3,M,,2022-06-08 00:00:00,,,M,6,8,TORONTO CITY,,
-79.4,43.666666666666664,92,,,13.9,6158355.2022.6.9,5.6,46,,,18.1,,0,,,2022,,,0.1,,,6158355,ON,22.3,M,,2022-06-09 00:00:00,,,M,6,9,TORONTO CITY,,
-79.4,43.666666666666664,72,,,12.8,6158355.2022.6.10,0,32,,,18.3,,0,,,2022,,,0.3,,,6158355,ON,23.9,M,,2022-06-10 00:00:00,,,M,6,10,TORONTO CITY,,
-79.4,43.666666666666664,82,,,15.4,6158355.2022.6.11,0,45,,,19.5,,0,,,2022,,,1.5,,,6158355,ON,23.6,M,,2022-06-11 00:00:00,,,M,6,11,TORONTO CITY,,
-79.4,43.666666666666664,95,,,15,6158355.2022.6.12,2.1,61,,,19.4,,0,,,2022,,,1.4,,,6158355,ON,23.8,M,,2022-06-12 00:00:00,,,M,6,12,TORONTO CITY,,
-79.4,43.666666666666664,88,,,12.5,6158355.2022.6.13,0,45,,,16.9,,1.1,,,2022,,,0,,,6158355,ON,21.3,M,,2022-06-13 00:00:00,,,M,6,13,TORONTO CITY,,
-79.4,43.666666666666664,62,,,17.4,6158355.2022.6.14,0,43,,,20.8,,0,,,2022,,,2.8,,,6158355,ON,24.3,M,,2022-06-14 00:00:00,,,M,6,14,TORONTO CITY,,
-79.4,43.666666666666664,76,,,17.9,6158355.2022.6.15,0.2,50,,,21.6,,0,,,2022,,,3.6,,,6158355,ON,25.4,M,,2022-06-15 00:00:00,,,M,6,15,TORONTO CITY,,
-79.4,43.666666666666664,89,,,19,6158355.2022.6.16,0,28,,,25.7,,0,,,2022,,,7.7,,,6158355,ON,32.5,M,,2022-06-16 00:00:00,,,M,6,16,TORONTO CITY,,
-79.4,43.666666666666664,64,,,13.7,6158355.2022.6.17,0,35,,,20.6,,0,,,2022,,,2.6,,,6158355,ON,27.4,M,,2022-06-17 00:00:00,,,M,6,17,TORONTO CITY,,
-79.4,43.666666666666664,66,,,11.4,6158355.2022.6.18,0,28,,,15.5,,2.5,,,2022,,,0,,,6158355,ON,19.7,M,,2022-06-18 00:00:00,,,M,6,18,TORONTO CITY,,
-79.4,43.666666666666664,67,,,10.3,6158355.2022.6.19,0,16,,,16.6,,1.4,,,2022,,,0,,,6158355,ON,22.9,M,,2022-06-19 00:00:00,,,M,6,19,TORONTO CITY,,
-79.4,43.666666666666664,77,,,15,6158355.2022.6.20,0,33,,,19.1,,0,,,2022,,,1.1,,,6158355,ON,23.2,M,,2022-06-20 00:00:00,,,M,6,20,TORONTO CITY,,
-79.4,43.666666666666664,78,,,17.7,6158355.2022.6.21,0,52,,,23.6,,0,,,2022,,,5.6,,,6158355,ON,29.4,M,,2022-06-21 00:00:00,,,M,6,21,TORONTO CITY,,
-79.4,43.666666666666664,76,,,18.7,6158355.2022.6.22,0,28,,,27.2,,0,,,2022,,,9.2,,,6158355,ON,35.8,M,,2022-06-22 00:00:00,,,M,6,22,TORONTO CITY,,
-79.4,43.666666666666664,69,,,16.8,6158355.2022.6.23,0,34,,,22.5,,0,,,2022,,,4.5,,,6158355,ON,28.3,M,,2022-06-23 00:00:00,,,M,6,23,TORONTO CITY,,
-79.4,43.666666666666664,71,,,15.1,6158355.2022.6.24,0,28,,,21.5,,0,,,2022,,,3.5,,,6158355,ON,28,M,,2022-06-24 00:00:00,,,M,6,24,TORONTO CITY,,
-79.4,43.666666666666664,76,,,18.4,6158355.2022.6.25,0,38,,,24,,0,,,2022,,,6,,,6158355,ON,29.6,M,,2022-06-25 00:00:00,,,M,6,25,TORONTO CITY,,
-79.4,43.666666666666664,92,,,19.8,6158355.2022.6.26,4.6,55,,,24.1,,0,,,2022,,,6.1,,,6158355,ON,28.5,M,,2022-06-26 00:00:00,,,M,6,26,TORONTO CITY,,
-79.4,43.666666666666664,67,,,13.7,6158355.2022.6.27,0,43,,,18,,0,,,2022,,,0,,,6158355,ON,22.3,M,,2022-06-27 00:00:00,,,M,6,27,TORONTO CITY,,
-79.4,43.666666666666664,73,,,11.6,6158355.2022.6.28,0,43,,,17.3,,0.7,,,2022,,,0,,,6158355,ON,22.9,M,,2022-06-28 00:00:00,,,M,6,28,TORONTO CITY,,
-79.4,43.666666666666664,89,,,14.8,6158355.2022.6.29,2.8,61,,,18.6,,0,,,2022,,,0.6,,,6158355,ON,22.5,M,,2022-06-29 00:00:00,,,M,6,29,TORONTO CITY,,
-79.4,43.666666666666664,75,,,15,6158355.2022.6.30,0,51,,,20.4,,0,,,2022,,,2.4,,,6158355,ON,25.8,M,,2022-06-30 00:00:00,,,M,6,30,TORONTO CITY,,
-79.4,43.666666666666664,72,,,20.2,6158355.2022.7.1,0.3,51,,,24.2,,0,,,2022,,,6.2,,,6158355,ON,28.3,M,,2022-07-01 00:00:00,,,M,7,1,TORONTO CITY,,
-79.4,43.666666666666664,68,,,15.3,6158355.2022.7.2,0,28,,,22.4,,0,,,2022,,,4.4,,,6158355,ON,29.4,M,,2022-07-02 00:00:00,,,M,7,2,TORONTO CITY,,
-79.4,43.666666666666664,59,,,15.4,6158355.2022.7.3,0,35,,,20.6,,0,,,2022,,,2.6,,,6158355,ON,25.9,M,,2022-07-03 00:00:00,,,M,7,3,TORONTO CITY,,
-79.4,43.666666666666664,68,,,16.5,6158355.2022.7.4,0,39,,,21.2,,0,,,2022,,,3.2,,,6158355,ON,25.9,M,,2022-07-04 00:00:00,,,M,7,4,TORONTO CITY,,
-79.4,43.666666666666664,95,,,18.4,6158355.2022.7.5,5.4,61,,,22.7,,0,,,2022,,,4.7,,,6158355,ON,27.1,M,,2022-07-05 00:00:00,,,M,7,5,TORONTO CITY,,
-79.4,43.666666666666664,84,,,17.9,6158355.2022.7.6,0,59,,,20.4,,0,,,2022,,,2.4,,,6158355,ON,22.9,M,,2022-07-06 00:00:00,,,M,7,6,TORONTO CITY,,
-79.4,43.666666666666664,83,,,16.6,6158355.2022.7.7,0,42,,,21.1,,0,,,2022,,,3.1,,,6158355,ON,25.6,M,,2022-07-07 00:00:00,,,M,7,7,TORONTO CITY,,
-79.4,43.666666666666664,80,,,17.9,6158355.2022.7.8,0,47,,,22.5,,0,,,2022,,,4.5,,,6158355,ON,27.2,M,,2022-07-08 00:00:00,,,M,7,8,TORONTO CITY,,
-79.4,43.666666666666664,66,,,14.5,6158355.2022.7.9,0,40,,,18.8,,0,,,2022,,,0.8,,,6158355,ON,23.1,M,,2022-07-09 00:00:00,,,M,7,9,TORONTO CITY,,
-79.4,43.666666666666664,75,,,14.4,6158355.2022.7.10,0,33,,,21,,0,,,2022,,,3,,,6158355,ON,27.6,M,,2022-07-10 00:00:00,,,M,7,10,TORONTO CITY,,
-79.4,43.666666666666664,85,,,16.6,6158355.2022.7.11,0.9,33,,,23.1,,0,,,2022,,,5.1,,,6158355,ON,29.6,M,,2022-07-11 00:00:00,,,M,7,11,TORONTO CITY,,
-79.4,43.666666666666664,79,,,19.1,6158355.2022.7.12,1.8,46,,,23.5,,0,,,2022,,,5.5,,,6158355,ON,28,M,,2022-07-12 00:00:00,,,M,7,12,TORONTO CITY,,
-79.4,43.666666666666664,81,,,16.9,6158355.2022.7.13,0.3,42,,,20.5,,0,,,2022,,,2.5,,,6158355,ON,24.2,M,,2022-07-13 00:00:00,,,M,7,13,TORONTO CITY,,
-79.4,43.666666666666664,88,,,15.7,6158355.2022.7.14,0,33,,,21,,0,,,2022,,,3,,,6158355,ON,26.2,M,,2022-07-14 00:00:00,,,M,7,14,TORONTO CITY,,
-79.4,43.666666666666664,78,,,15.9,6158355.2022.7.15,0,39,,,21.3,,0,,,2022,,,3.3,,,6158355,ON,26.6,M,,2022-07-15 00:00:00,,,M,7,15,TORONTO CITY,,
-79.4,43.666666666666664,85,,,18.4,6158355.2022.7.16,0,28,,,23.8,,0,,,2022,,,5.8,,,6158355,ON,29.2,M,,2022-07-16 00:00:00,,,M,7,16,TORONTO CITY,,
-79.4,43.666666666666664,86,,,19.3,6158355.2022.7.17,0,32,,,24.1,,0,,,2022,,,6.1,,,6158355,ON,28.8,M,,2022-07-17 00:00:00,,,M,7,17,TORONTO CITY,,
-79.4,43.666666666666664,96,,,19.9,6158355.2022.7.18,27.3,60,,,23.6,,0,,,2022,,,5.6,,,6158355,ON,27.3,M,,2022-07-18 00:00:00,,,M,7,18,TORONTO CITY,,
-79.4,43.666666666666664,80,,,19.9,6158355.2022.7.19,0,40,,,27.6,,0,,,2022,,,9.6,,,6158355,ON,35.2,M,,2022-07-19 00:00:00,,,M,7,19,TORONTO CITY,,
-79.4,43.666666666666664,87,,,22.8,6158355.2022.7.20,0,57,,,26.5,,0,,,2022,,,8.5,,,6158355,ON,30.2,M,,2022-07-20 00:00:00,,,M,7,20,TORONTO CITY,,
-79.4,43.666666666666664,87,,,22.1,6158355.2022.7.21,0,36,,,26.6,,0,,,2022,,,8.6,,,6158355,ON,31.2,M,,2022-07-21 00:00:00,,,M,7,21,TORONTO CITY,,
-79.4,43.666666666666664,83,,,20,6158355.2022.7.22,0,33,,,25.6,,0,,,2022,,,7.6,,,6158355,ON,31.1,M,,2022-07-22 00:00:00,,,M,7,22,TORONTO CITY,,
-79.4,43.666666666666664,76,,,21.2,6158355.2022.7.23,0,48,,,25.8,,0,,,2022,,,7.8,,,6158355,ON,30.5,M,,2022-07-23 00:00:00,,,M,7,23,TORONTO CITY,,
-79.4,43.666666666666664,96,,,21.1,6158355.2022.7.24,22,66,,,24.5,,0,,,2022,,,6.5,,,6158355,ON,27.8,M,,2022-07-24 00:00:00,,,M,7,24,TORONTO CITY,,
-79.4,43.666666666666664,87,,,17,6158355.2022.7.25,0,45,,,20.3,,0,,,2022,,,2.3,,,6158355,ON,23.5,M,,2022-07-25 00:00:00,,,M,7,25,TORONTO CITY,,
-79.4,43.666666666666664,83,,,15.3,6158355.2022.7.26,0,53,,,19.9,,0,,,2022,,,1.9,,,6158355,ON,24.5,M,,2022-07-26 00:00:00,,,M,7,26,TORONTO CITY,,
-79.4,43.666666666666664,92,,,17.1,6158355.2022.7.27,0,51,,,21.7,,0,,,2022,,,3.7,,,6158355,ON,26.4,M,,2022-07-27 00:00:00,,,M,7,27,TORONTO CITY,,
-79.4,43.666666666666664,94,,,20.1,6158355.2022.7.28,0.8,37,,,24.5,,0,,,2022,,,6.5,,,6158355,ON,29,M,,2022-07-28 00:00:00,,,M,7,28,TORONTO CITY,,
-79.4,43.666666666666664,75,,,16.8,6158355.2022.7.29,0,36,,,22.6,,0,,,2022,,,4.6,,,6158355,ON,28.5,M,,2022-07-29 00:00:00,,,M,7,29,TORONTO CITY,,
-79.4,43.666666666666664,77,,,17.1,6158355.2022.7.30,0,49,,,21.3,,0,,,2022,,,3.3,,,6158355,ON,25.6,M,,2022-07-30 00:00:00,,,M,7,30,TORONTO CITY,,
-79.4,43.666666666666664,85,,,17.7,6158355.2022.7.31,0,47,,,22.6,,0,,,2022,,,4.6,,,6158355,ON,27.4,M,,2022-07-31 00:00:00,,,M,7,31,TORONTO CITY,,
-79.4,43.666666666666664,95,,,18.4,6158355.2022.8.1,0.6,58,,,22.8,,0,,,2022,,,4.8,,,6158355,ON,27.3,M,,2022-08-01 00:00:00,,,M,8,1,TORONTO CITY,,
-79.4,43.666666666666664,77,,,17.6,6158355.2022.8.2,0,46,,,22.3,,0,,,2022,,,4.3,,,6158355,ON,26.9,M,,2022-08-02 00:00:00,,,M,8,2,TORONTO CITY,,
-79.4,43.666666666666664,89,,,16.3,6158355.2022.8.3,0.4,57,,,22.4,,0,,,2022,,,4.4,,,6158355,ON,28.5,M,,2022-08-03 00:00:00,,,M,8,3,TORONTO CITY,,
-79.4,43.666666666666664,94,,,21.1,6158355.2022.8.4,16.1,70,,,24.3,,0,,,2022,,,6.3,,,6158355,ON,27.6,M,,2022-08-04 00:00:00,,,M,8,4,TORONTO CITY,,
-79.4,43.666666666666664,81,,,21.2,6158355.2022.8.5,0,42,,,25.2,,0,,,2022,,,7.2,,,6158355,ON,29.2,M,,2022-08-05 00:00:00,,,M,8,5,TORONTO CITY,,
-79.4,43.666666666666664,92,,,21.7,6158355.2022.8.6,0,57,,,26.1,,0,,,2022,,,8.1,,,6158355,ON,30.5,M,,2022-08-06 00:00:00,,,M,8,6,TORONTO CITY,,
-79.4,43.666666666666664,86,,,23.2,6158355.2022.8.7,0,62,,,27.3,,0,,,2022,,,9.3,,,6158355,ON,31.4,M,,2022-08-07 00:00:00,,,M,8,7,TORONTO CITY,,
-79.4,43.666666666666664,89,,,20,6158355.2022.8.8,1.2,67,,,24.3,,0,,,2022,,,6.3,,,6158355,ON,28.6,M,,2022-08-08 00:00:00,,,M,8,8,TORONTO CITY,,
-79.4,43.666666666666664,76,,,18.6,6158355.2022.8.9,0,58,,,20.7,,0,,,2022,,,2.7,,,6158355,ON,22.7,M,,2022-08-09 00:00:00,,,M,8,9,TORONTO CITY,,
-79.4,43.666666666666664,83,,,17.3,6158355.2022.8.10,0,43,,,22,,0,,,2022,,,4,,,6158355,ON,26.6,M,,2022-08-10 00:00:00,,,M,8,10,TORONTO CITY,,
-79.4,43.666666666666664,75,,,16.5,6158355.2022.8.11,0,35,,,21.6,,0,,,2022,,,3.6,,,6158355,ON,26.7,M,,2022-08-11 00:00:00,,,M,8,11,TORONTO CITY,,
-79.4,43.666666666666664,83,,,15.1,6158355.2022.8.12,0,21,,,20.9,,0,,,2022,,,2.9,,,6158355,ON,26.7,M,,2022-08-12 00:00:00,,,M,8,12,TORONTO CITY,,
-79.4,43.666666666666664,67,,,13.6,6158355.2022.8.13,0,26,,,19.4,,0,,,2022,,,1.4,,,6158355,ON,25.2,M,,2022-08-13 00:00:00,,,M,8,13,TORONTO CITY,,
-79.4,43.666666666666664,66,,,17.3,6158355.2022.8.14,0,34,,,21.4,,0,,,2022,,,3.4,,,6158355,ON,25.4,M,,2022-08-14 00:00:00,,,M,8,14,TORONTO CITY,,
-79.4,43.666666666666664,57,,,18.9,6158355.2022.8.15,0,31,,,23,,0,,,2022,,,5,,,6158355,ON,27.1,M,,2022-08-15 00:00:00,,,M,8,15,TORONTO CITY,,
-79.4,43.666666666666664,63,,,19.3,6158355.2022.8.16,0,39,,,23.5,,0,,,2022,,,5.5,,,6158355,ON,27.8,M,,2022-08-16 00:00:00,,,M,8,16,TORONTO CITY,,
-79.4,43.666666666666664,80,,,18.6,6158355.2022.8.17,0,36,,,23.1,,0,,,2022,,,5.1,,,6158355,ON,27.7,M,,2022-08-17 00:00:00,,,M,8,17,TORONTO CITY,,
-79.4,43.666666666666664,86,,,18.5,6158355.2022.8.18,0,36,,,24,,0,,,2022,,,6,,,6158355,ON,29.6,M,,2022-08-18 00:00:00,,,M,8,18,TORONTO CITY,,
-79.4,43.666666666666664,85,,,17.9,6158355.2022.8.19,0.4,52,,,23.2,,0,,,2022,,,5.2,,,6158355,ON,28.5,M,,2022-08-19 00:00:00,,,M,8,19,TORONTO CITY,,
-79.4,43.666666666666664,90,,,19.5,6158355.2022.8.20,0.8,43,,,24.8,,0,,,2022,,,6.8,,,6158355,ON,30,M,,2022-08-20 00:00:00,,,M,8,20,TORONTO CITY,,
-79.4,43.666666666666664,94,,,19.5,6158355.2022.8.21,10.4,65,,,22.8,,0,,,2022,,,4.8,,,6158355,ON,26.2,M,,2022-08-21 00:00:00,,,M,8,21,TORONTO CITY,,
-79.4,43.666666666666664,95,,,19.6,6158355.2022.8.22,28.7,70,,,22.2,,0,,,2022,,,4.2,,,6158355,ON,24.7,M,,2022-08-22 00:00:00,,,M,8,22,TORONTO CITY,,
