x,y,MAX_REL_HUMIDITY,MIN_TEMPERATURE_FLAG,TOTAL_RAIN,MIN_TEMPERATURE,ID,TOTAL_PRECIPITATION,MIN_REL_HUMIDITY,MEAN_TEMPERATURE_FLAG,TOTAL_SNOW,MEAN_TEMPERATURE,DIRECTION_MAX_GUST,HEATING_DEGREE_DAYS,SPEED_MAX_GUST,MAX_REL_HUMIDITY_FLAG,LOCAL_YEAR,TOTAL_SNOW_FLAG,SNOW_ON_GROUND_FLAG,COOLING_DEGREE_DAYS,MAX_TEMPERATURE_FLAG,TOTAL_RAIN_FLAG,CLIMATE_IDENTIFIER,PROVINCE_CODE,MAX_TEMPERATURE,DIRECTION_MAX_GUST_FLAG,SNOW_ON_GROUND,LOCAL_DATE,TOTAL_PRECIPITATION_FLAG,COOLING_DEGREE_DAYS_FLAG,SPEED_MAX_GUST_FLAG,LOCAL_MONTH,LOCAL_DAY,STATION_NAME,MIN_REL_HUMIDITY_FLAG,HEATING_DEGREE_DAYS_FLAG
-79.4,43.666666666666664,91,,,2.2,6158355.2021.12.10,0,71,,,4.2,,13.8,,,2021,,,0,,,6158355,ON,6.3,M,1,2021-12-10 00:00:00,,,M,12,10,TORONTO CITY,,
-79.4,43.666666666666664,96,,,2.7,6158355.2021.12.11,16.4,47,,,9.3,,8.7,,,2021,,,0,,,6158355,ON,16,M,,2021-12-11 00:00:00,,,M,12,11,TORONTO CITY,,
-79.4,43.666666666666664,89,,,0.7,6158355.2021.12.12,0.3,45,,,4,,14,,,2021,,,0,,,6158355,ON,7.2,M,0,2021-12-12 00:00:00,,,M,12,12,TORONTO CITY,,
-79.4,43.666666666666664,74,,,3.8,6158355.2021.12.13,0,45,,,6.8,,11.2,,,2021,,,0,,,6158355,ON,9.8,M,0,2021-12-13 00:00:00,,,M,12,13,TORONTO CITY,,
-79.4,43.666666666666664,80,,,2.3,6158355.2021.12.14,0,55,,,4.3,,13.7,,,2021,,,0,,,6158355,ON,6.3,M,,2021-12-14 00:00:00,,,M,12,14,TORONTO CITY,,
-79.4,43.666666666666664,80,,,4.2,6158355.2021.12.15,1,55,,,8.1,,9.9,,,2021,,,0,,,6158355,ON,11.9,M,0,2021-12-15 00:00:00,,,M,12,15,TORONTO CITY,,
-79.4,43.666666666666664,81,,,5.5,6158355.2021.12.16,0,40,,,10.3,,7.7,,,2021,,,0,,,6158355,ON,15.2,M,,2021-12-16 00:00:00,,,M,12,16,TORONTO CITY,,
-79.4,43.666666666666664,66,,,0.8,6158355.2021.12.17,0,48,,,3.3,,14.7,,,2021,,,0,,,6158355,ON,5.9,M,,2021-12-17 00:00:00,,,M,12,17,TORONTO CITY,,
-79.4,43.666666666666664,94,,,-2.9,6158355.2021.12.18,8.2,66,,,-0.8,,18.8,,,2021,,,0,,,6158355,ON,1.4,M,,2021-12-18 00:00:00,,,M,12,18,TORONTO CITY,,
-79.4,43.666666666666664,79,,,-5.3,6158355.2021.12.19,0,57,,,-3.9,,21.9,,,2021,,,0,,,6158355,ON,-2.5,M,7,2021-12-19 00:00:00,,,M,12,19,TORONTO CITY,,
-79.4,43.666666666666664,78,,,-5.3,6158355.2021.12.20,0,66,,,-0.6,,18.6,,,2021,,,0,,,6158355,ON,4.2,M,5,2021-12-20 00:00:00,,,M,12,20,TORONTO CITY,,
-79.4,43.666666666666664,78,,,0.4,6158355.2021.12.21,0,49,,,2.5,,15.5,,,2021,,,0,,,6158355,ON,4.7,M,4,2021-12-21 00:00:00,,,M,12,21,TORONTO CITY,,
-79.4,43.666666666666664,72,,,-3.3,6158355.2021.12.22,0.4,57,,,0.7,,17.3,,,2021,,,0,,,6158355,ON,4.6,M,2,2021-12-22 00:00:00,,,M,12,22,TORONTO CITY,,
-79.4,43.666666666666664,94,,,-4.9,6158355.2021.12.23,4.1,51,,,-2.4,,20.4,,,2021,,,0,,,6158355,ON,0.1,M,2,2021-12-23 00:00:00,,,M,12,23,TORONTO CITY,,
-79.4,43.666666666666664,92,,,-0.1,6158355.2021.12.24,0.3,83,,,1.9,,16.1,,,2021,,,0,,,6158355,ON,3.8,M,5,2021-12-24 00:00:00,,,M,12,24,TORONTO CITY,,
-79.4,43.666666666666664,95,,,3.3,6158355.2021.12.25,4.8,73,,,5.4,,12.6,,,2021,,,0,,,6158355,ON,7.4,M,,2021-12-25 00:00:00,,,M,12,25,TORONTO CITY,,
-79.4,43.666666666666664,76,,,-4.9,6158355.2021.12.26,0,60,,,-0.2,,18.2,,,2021,,,0,,,6158355,ON,4.4,M,1,2021-12-26 00:00:00,,,M,12,26,TORONTO CITY,,
-79.4,43.666666666666664,96,,,-5.3,6158355.2021.12.27,1.9,72,,,-2,,20,,,2021,,,0,,,6158355,ON,1.3,M,,2021-12-27 00:00:00,,,M,12,27,TORONTO CITY,,
-79.4,43.666666666666664,96,,,-0.1,6158355.2021.12.28,0.3,58,,,1.5,,16.5,,,2021,,,0,,,6158355,ON,3.1,M,3,2021-12-28 00:00:00,,,M,12,28,TORONTO CITY,,
-79.4,43.666666666666664,94,,,0.7,6158355.2021.12.29,0.1,77,,,2,,16,,,2021,,,0,,,6158355,ON,3.3,M,1,2021-12-29 00:00:00,,,M,12,29,TORONTO CITY,,
-79.4,43.666666666666664,83,,,1.7,6158355.2021.12.30,0,69,,,2.6,,15.4,,,2021,,,0,,,6158355,ON,3.5,M,0,2021-12-30 00:00:00,,,M,12,30,TORONTO CITY,,
-79.4,43.666666666666664,96,,,2.7,6158355.2021.12.31,0,72,,,4.9,,13.1,,,2021,,,0,,,6158355,ON,7.1,M,1,2021-12-31 00:00:00,,,M,12,31,TORONTO CITY,,
-79.4,43.666666666666664,97,,,-2.1,6158355.2022.1.1,2.4,76,,,1.5,,16.5,,,2022,,,0,,,6158355,ON,5.1,M,,2022-01-01 00:00:00,,,M,1,1,TORONTO CITY,,
-79.4,43.666666666666664,84,,,-10.5,6158355.2022.1.2,2,53,,,-6.3,,24.3,,,2022,,,0,,,6158355,ON,-2.1,M,3,2022-01-02 00:00:00,,,M,1,2,TORONTO CITY,,
-79.4,43.666666666666664,72,,,-12.9,6158355.2022.1.3,0,42,,,-8.4,,26.4,,,2022,,,0,,,6158355,ON,-4,M,3,2022-01-03 00:00:00,,,M,1,3,TORONTO CITY,,
-79.4,43.666666666666664,75,,,-5.7,6158355.2022.1.4,0,55,,,-1.2,,19.2,,,2022,,,0,,,6158355,ON,3.3,M,3,2022-01-04 00:00:00,,,M,1,4,TORONTO CITY,,
-79.4,43.666666666666664,84,,,-4.5,6158355.2022.1.5,0.3,58,,,0.2,,17.8,,,2022,,,0,,,6158355,ON,4.9,M,3,2022-01-05 00:00:00,,,M,1,5,TORONTO CITY,,
-79.4,43.666666666666664,77,,,-6.3,6158355.2022.1.6,0,60,,,-3.9,,21.9,,,2022,,,0,,,6158355,ON,-1.5,M,,2022-01-06 00:00:00,,,M,1,6,TORONTO CITY,,
-79.4,43.666666666666664,82,,,-11.6,6158355.2022.1.7,0,51,,,-8.1,,26.1,,,2022,,,0,,,6158355,ON,-4.5,M,1,2022-01-07 00:00:00,,,M,1,7,TORONTO CITY,,
-79.4,43.666666666666664,84,,,-12.6,6158355.2022.1.8,0.5,53,,,-5.4,,23.4,,,2022,,,0,,,6158355,ON,1.9,M,,2022-01-08 00:00:00,,,M,1,8,TORONTO CITY,,
-79.4,43.666666666666664,93,,,-6.6,6158355.2022.1.9,0.2,51,,,-1.1,,19.1,,,2022,,,0,,,6158355,ON,4.3,M,,2022-01-09 00:00:00,,,M,1,9,TORONTO CITY,,
-79.4,43.666666666666664,78,,,-17.4,6158355.2022.1.10,0.1,48,,,-11.8,,29.8,,,2022,,,0,,,6158355,ON,-6.2,M,,2022-01-10 00:00:00,,,M,1,10,TORONTO CITY,,
-79.4,43.666666666666664,80,,,-20,6158355.2022.1.11,0,57,,,-10.8,,28.8,,,2022,,,0,,,6158355,ON,-1.7,M,0,2022-01-11 00:00:00,,,M,1,11,TORONTO CITY,,
-79.4,43.666666666666664,87,,,-1.7,6158355.2022.1.12,0,58,,,0.3,,17.7,,,2022,,,0,,,6158355,ON,2.4,M,0,2022-01-12 00:00:00,,,M,1,12,TORONTO CITY,,
-79.4,43.666666666666664,83,,,-0.8,6158355.2022.1.13,0,65,,,0.6,,17.4,,,2022,,,0,,,6158355,ON,2,M,0,2022-01-13 00:00:00,,,M,1,13,TORONTO CITY,,
-79.4,43.666666666666664,67,,,-18.1,6158355.2022.1.14,0,39,,,-9.2,,27.2,,,2022,,,0,,,6158355,ON,-0.3,M,0,2022-01-14 00:00:00,,,M,1,14,TORONTO CITY,,
-79.4,43.666666666666664,67,,,-20.4,6158355.2022.1.15,0,29,,,-16.5,,34.5,,,2022,,,0,,,6158355,ON,-12.6,M,0,2022-01-15 00:00:00,,,M,1,15,TORONTO CITY,,
-79.4,43.666666666666664,92,,,-13.4,6158355.2022.1.16,3.1,34,,,-6.6,,24.6,,,2022,,,0,,,6158355,ON,0.3,M,0,2022-01-16 00:00:00,,,M,1,16,TORONTO CITY,,
-79.4,43.666666666666664,94,,,-5,6158355.2022.1.17,36.2,64,,,-3.6,,21.6,,,2022,,,0,,,6158355,ON,-2.3,M,25,2022-01-17 00:00:00,,,M,1,17,TORONTO CITY,,
-79.4,43.666666666666664,93,,,-10.1,6158355.2022.1.18,0.8,54,,,-5,,23,,,2022,,,0,,,6158355,ON,0.2,M,32,2022-01-18 00:00:00,,,M,1,18,TORONTO CITY,,
-79.4,43.666666666666664,80,,,-7.3,6158355.2022.1.19,0,55,,,-1.4,,19.4,,,2022,,,0,,,6158355,ON,4.6,M,30,2022-01-19 00:00:00,,,M,1,19,TORONTO CITY,,
-79.4,43.666666666666664,70,,,-16.4,6158355.2022.1.20,0,49,,,-11.9,,29.9,,,2022,,,0,,,6158355,ON,-7.3,M,24,2022-01-20 00:00:00,,,M,1,20,TORONTO CITY,,
-79.4,43.666666666666664,78,,,-17.7,6158355.2022.1.21,0.1,47,,,-13.3,,31.3,,,2022,,,0,,,6158355,ON,-8.9,M,23,2022-01-21 00:00:00,,,M,1,21,TORONTO CITY,,
-79.4,43.666666666666664,81,,,-12.4,6158355.2022.1.22,0,63,,,-8.1,,26.1,,,2022,,,0,,,6158355,ON,-3.8,M,22,2022-01-22 00:00:00,,,M,1,22,TORONTO CITY,,
-79.4,43.666666666666664,78,,,-14.5,6158355.2022.1.23,0.1,52,,,-9.3,,27.3,,,2022,,,0,,,6158355,ON,-4.1,M,20,2022-01-23 00:00:00,,,M,1,23,TORONTO CITY,,
-79.4,43.666666666666664,90,,,-14.7,6158355.2022.1.24,4.7,62,,,-9.2,,27.2,,,2022,,,0,,,6158355,ON,-3.8,M,20,2022-01-24 00:00:00,,,M,1,24,TORONTO CITY,,
-79.4,43.666666666666664,79,,,-12.3,6158355.2022.1.25,0,42,,,-8.9,,26.9,,,2022,,,0,,,6158355,ON,-5.4,M,24,2022-01-25 00:00:00,,,M,1,25,TORONTO CITY,,
-79.4,43.666666666666664,82,,,-14,6158355.2022.1.26,0.1,55,,,-11.3,,29.3,,,2022,,,0,,,6158355,ON,-8.6,M,24,2022-01-26 00:00:00,,,M,1,26,TORONTO CITY,,
-79.4,43.666666666666664,81,,,-9,6158355.2022.1.27,0,65,,,-6,,24,,,2022,,,0,,,6158355,ON,-3.1,M,20,2022-01-27 00:00:00,,,M,1,27,TORONTO CITY,,
-79.4,43.666666666666664,68,,,-16.2,6158355.2022.1.28,0,36,,,-9.7,,27.7,,,2022,,,0,,,6158355,ON,-3.2,M,21,2022-01-28 00:00:00,,,M,1,28,TORONTO CITY,,
-79.4,43.666666666666664,62,,,-18.6,6158355.2022.1.29,0,26,,,-14.2,,32.2,,,2022,,,0,,,6158355,ON,-9.8,M,21,2022-01-29 00:00:00,,,M,1,29,TORONTO CITY,,
-79.4,43.666666666666664,65,,,-12.3,6158355.2022.1.30,0,48,,,-8.2,,26.2,,,2022,,,0,,,6158355,ON,-4.2,M,21,2022-01-30 00:00:00,,,M,1,30,TORONTO CITY,,
-79.4,43.666666666666664,69,,,-5.7,6158355.2022.1.31,0,52,,,-3.2,,21.2,,,2022,,,0,,,6158355,ON,-0.7,M,20,2022-01-31 00:00:00,,,M,1,31,TORONTO CITY,,
-79.4,43.666666666666664,68,,,-2.4,6158355.2022.2.1,0,52,,,1.4,,16.6,,,2022,,,0,,,6158355,ON,5.3,M,20,2022-02-01 00:00:00,,,M,2,1,TORONTO CITY,,
-79.4,43.666666666666664,93,,,-2.6,6158355.2022.2.2,12.6,59,,,1.1,,16.9,,,2022,,,0,,,6158355,ON,4.8,M,18,2022-02-02 00:00:00,,,M,2,2,TORONTO CITY,,
-79.4,43.666666666666664,86,,,-9.6,6158355.2022.2.3,3.5,63,,,-5.9,,23.9,,,2022,,,0,,,6158355,ON,-2.1,M,19,2022-02-03 00:00:00,,,M,2,3,TORONTO CITY,,
-79.4,43.666666666666664,81,,,-12.1,6158355.2022.2.4,0.7,57,,,-10.3,,28.3,,,2022,,,0,,,6158355,ON,-8.5,M,21,2022-02-04 00:00:00,,,M,2,4,TORONTO CITY,,
-79.4,43.666666666666664,62,,,-13.8,6158355.2022.2.5,0,38,,,-10,,28,,,2022,,,0,,,6158355,ON,-6.3,M,21,2022-02-05 00:00:00,,,M,2,5,TORONTO CITY,,
-79.4,43.666666666666664,74,,,-6.3,6158355.2022.2.6,0,52,,,-3.1,,21.1,,,2022,,,0,,,6158355,ON,0.2,M,21,2022-02-06 00:00:00,,,M,2,6,TORONTO CITY,,
-79.4,43.666666666666664,80,,,-1,6158355.2022.2.7,0,58,,,1.1,,16.9,,,2022,,,0,,,6158355,ON,3.3,M,20,2022-02-07 00:00:00,,,M,2,7,TORONTO CITY,,
-79.4,43.666666666666664,81,,,-3.9,6158355.2022.2.8,0,54,,,-1.5,,19.5,,,2022,,,0,,,6158355,ON,1,M,19,2022-02-08 00:00:00,,,M,2,8,TORONTO CITY,,
-79.4,43.666666666666664,79,,,-2.7,6158355.2022.2.9,0,60,,,1.4,,16.6,,,2022,,,0,,,6158355,ON,5.4,M,18,2022-02-09 00:00:00,,,M,2,9,TORONTO CITY,,
-79.4,43.666666666666664,88,,,0.3,6158355.2022.2.10,0,61,,,1.9,,16.1,,,2022,,,0,,,6158355,ON,3.6,M,17,2022-02-10 00:00:00,,,M,2,10,TORONTO CITY,,
-79.4,43.666666666666664,90,,,-0.1,6158355.2022.2.11,3.5,64,,,2,,16,,,2022,,,0,,,6158355,ON,4.1,M,17,2022-02-11 00:00:00,,,M,2,11,TORONTO CITY,,
-79.4,43.666666666666664,90,,,-12.7,6158355.2022.2.12,0.6,51,,,-4.7,,22.7,,,2022,,,0,,,6158355,ON,3.2,M,14,2022-02-12 00:00:00,,,M,2,12,TORONTO CITY,,
-79.4,43.666666666666664,71,,,-15.6,6158355.2022.2.13,0,43,,,-12,,30,,,2022,,,0,,,6158355,ON,-8.3,M,14,2022-02-13 00:00:00,,,M,2,13,TORONTO CITY,,
-79.4,43.666666666666664,65,,,-15.3,6158355.2022.2.14,0,38,,,-12.1,,30.1,,,2022,,,0,,,6158355,ON,-8.9,M,14,2022-02-14 00:00:00,,,M,2,14,TORONTO CITY,,
-79.4,43.666666666666664,71,,,-9.6,6158355.2022.2.15,0,48,,,-6,,24,,,2022,,,0,,,6158355,ON,-2.5,M,14,2022-02-15 00:00:00,,,M,2,15,TORONTO CITY,,
-79.4,43.666666666666664,78,,,-2.9,6158355.2022.2.16,0.2,49,,,3,,15,,,2022,,,0,,,6158355,ON,8.9,M,14,2022-02-16 00:00:00,,,M,2,16,TORONTO CITY,,
-79.4,43.666666666666664,96,,,-4.3,6158355.2022.2.17,35.8,77,,,1.9,,16.1,,,2022,,,0,,,6158355,ON,8,M,4,2022-02-17 00:00:00,,,M,2,17,TORONTO CITY,,
-79.4,43.666666666666664,86,,,-10.3,6158355.2022.2.18,2.3,51,,,-6.6,,24.6,,,2022,,,0,,,6158355,ON,-2.9,M,17,2022-02-18 00:00:00,,,M,2,18,TORONTO CITY,,
-79.4,43.666666666666664,95,,,-9.1,6158355.2022.2.19,1.5,46,,,-5.2,,23.2,,,2022,,,0,,,6158355,ON,-1.3,M,16,2022-02-19 00:00:00,,,M,2,19,TORONTO CITY,,
-79.4,43.666666666666664,71,,,-8.1,6158355.2022.2.20,0,47,,,-0.3,,18.3,,,2022,,,0,,,6158355,ON,7.5,M,13,2022-02-20 00:00:00,,,M,2,20,TORONTO CITY,,
-79.4,43.666666666666664,76,,,0,6158355.2022.2.21,0,49,,,3.4,,14.6,,,2022,,,0,,,6158355,ON,6.7,M,10,2022-02-21 00:00:00,,,M,2,21,TORONTO CITY,,
-79.4,43.666666666666664,98,,,-0.1,6158355.2022.2.22,9.4,72,,,4.4,,13.6,,,2022,,,0,,,6158355,ON,9,M,6,2022-02-22 00:00:00,,,M,2,22,TORONTO CITY,,
-79.4,43.666666666666664,78,,,-9.4,6158355.2022.2.23,0,47,,,0,,18,,,2022,,,0,,,6158355,ON,9.4,M,2,2022-02-23 00:00:00,,,M,2,23,TORONTO CITY,,
-79.4,43.666666666666664,60,,,-10.6,6158355.2022.2.24,0,46,,,-8,,26,,,2022,,,0,,,6158355,ON,-5.4,M,2,2022-02-24 00:00:00,,,M,2,24,TORONTO CITY,,
-79.4,43.666666666666664,86,,,-9.9,6158355.2022.2.25,4,59,,,-7.4,,25.4,,,2022,,,0,,,6158355,ON,-4.9,M,4,2022-02-25 00:00:00,,,M,2,25,TORONTO CITY,,
-79.4,43.666666666666664,79,,,-10.5,6158355.2022.2.26,0,51,,,-6,,24,,,2022,,,0,,,6158355,ON,-1.4,M,6,2022-02-26 00:00:00,,,M,2,26,TORONTO CITY,,
-79.4,43.666666666666664,74,,,-7.2,6158355.2022.2.27,0,42,,,-2.8,,20.8,,,2022,,,0,,,6158355,ON,1.5,M,6,2022-02-27 00:00:00,,,M,2,27,TORONTO CITY,,
-79.4,43.666666666666664,70,,,-11.1,6158355.2022.2.28,0,39,,,-6.9,,24.9,,,2022,,,0,,,6158355,ON,-2.7,M,5,2022-02-28 00:00:00,,,M,2,28,TORONTO CITY,,
-79.4,43.666666666666664,72,,,-2.7,6158355.2022.3.1,0,60,,,1.7,,16.3,,,2022,,,0,,,6158355,ON,6,M,6,2022-03-01 00:00:00,,,M,3,1,TORONTO CITY,,
-79.4,43.666666666666664,90,,,-4,6158355.2022.3.2,0.5,44,,,-0.1,,18.1,,,2022,,,0,,,6158355,ON,3.8,M,4,2022-03-02 00:00:00,,,M,3,2,TORONTO CITY,,
-79.4,43.666666666666664,64,,,-9.1,6158355.2022.3.3,0,39,,,-6.5,,24.5,,,2022,,,0,,,6158355,ON,-4,M,3,2022-03-03 00:00:00,,,M,3,3,TORONTO CITY,,
-79.4,43.666666666666664,69,,,-8.4,6158355.2022.3.4,0,30,,,-3.3,,21.3,,,2022,,,0,,,6158355,ON,1.8,M,3,2022-03-04 00:00:00,,,M,3,4,TORONTO CITY,,
-79.4,43.666666666666664,76,,,-1.8,6158355.2022.3.5,0,47,,,1,,17,,,2022,,,0,,,6158355,ON,3.7,M,3,2022-03-05 00:00:00,,,M,3,5,TORONTO CITY,,
-79.4,43.666666666666664,93,,,3.2,6158355.2022.3.6,1.9,47,,,10.2,,7.8,,,2022,,,0,,,6158355,ON,17.3,M,1,2022-03-06 00:00:00,,,M,3,6,TORONTO CITY,,
-79.4,43.666666666666664,93,,,-0.5,6158355.2022.3.7,5.4,68,,,1.8,,16.2,,,2022,,,0,,,6158355,ON,4.2,M,1,2022-03-07 00:00:00,,,M,3,7,TORONTO CITY,,
-79.4,43.666666666666664,75,,,-2,6158355.2022.3.8,0,40,,,0.9,,17.1,,,2022,,,0,,,6158355,ON,3.7,M,1,2022-03-08 00:00:00,,,M,3,8,TORONTO CITY,,
-79.4,43.666666666666664,74,,,-0.2,6158355.2022.3.9,0,53,,,2.1,,15.9,,,2022,,,0,,,6158355,ON,4.4,M,1,2022-03-09 00:00:00,,,M,3,9,TORONTO CITY,,
-79.4,43.666666666666664,73,,,-1.2,6158355.2022.3.10,0,44,,,1.4,,16.6,,,2022,,,0,,,6158355,ON,3.9,M,1,2022-03-10 00:00:00,,,M,3,10,TORONTO CITY,,
-79.4,43.666666666666664,93,,,-2.5,6158355.2022.3.11,4.1,66,,,-1,,19,,,2022,,,0,,,6158355,ON,0.4,M,1,2022-03-11 00:00:00,,,M,3,11,TORONTO CITY,,
-79.4,43.666666666666664,77,,,-7.9,6158355.2022.3.12,0.2,40,,,-4.8,,22.8,,,2022,,,0,,,6158355,ON,-1.8,M,2,2022-03-12 00:00:00,,,M,3,12,TORONTO CITY,,
-79.4,43.666666666666664,86,,,-8.9,6158355.2022.3.13,0.4,58,,,-4,,22,,,2022,,,0,,,6158355,ON,0.8,M,2,2022-03-13 00:00:00,,,M,3,13,TORONTO CITY,,
-79.4,43.666666666666664,82,,,-2.4,6158355.2022.3.14,0,62,,,2.3,,15.7,,,2022,,,0,,,6158355,ON,7,M,2,2022-03-14 00:00:00,,,M,3,14,TORONTO CITY,,
-79.4,43.666666666666664,95,,,0.9,6158355.2022.3.15,10.8,82,,,2,,16,,,2022,,,0,,,6158355,ON,3,M,1,2022-03-15 00:00:00,,,M,3,15,TORONTO CITY,,
-79.4,43.666666666666664,98,,,0.2,6158355.2022.3.16,0,86,,,1.9,,16.1,,,2022,,,0,,,6158355,ON,3.5,M,,2022-03-16 00:00:00,,,M,3,16,TORONTO CITY,,
-79.4,43.666666666666664,98,,,0.8,6158355.2022.3.17,0,49,,,8.5,,9.5,,,2022,,,0,,,6158355,ON,16.1,M,1,2022-03-17 00:00:00,,,M,3,17,TORONTO CITY,,
-79.4,43.666666666666664,79,,,8.6,6158355.2022.3.18,0.1,46,,,12.2,,5.8,,,2022,,,0,,,6158355,ON,15.8,M,,2022-03-18 00:00:00,,,M,3,18,TORONTO CITY,,
-79.4,43.666666666666664,96,,,4.6,6158355.2022.3.19,6.3,73,,,6.7,,11.3,,,2022,,,0,,,6158355,ON,8.8,M,0,2022-03-19 00:00:00,,,M,3,19,TORONTO CITY,,
-79.4,43.666666666666664,88,,,3,6158355.2022.3.20,0.7,24,,,7.6,,10.4,,,2022,,,0,,,6158355,ON,12.3,M,0,2022-03-20 00:00:00,,,M,3,20,TORONTO CITY,,
-79.4,43.666666666666664,69,,,1.8,6158355.2022.3.21,0,33,,,8.2,,9.8,,,2022,,,0,,,6158355,ON,14.5,M,,2022-03-21 00:00:00,,,M,3,21,TORONTO CITY,,
-79.4,43.666666666666664,57,,,0.4,6158355.2022.3.22,0,24,,,2.8,,15.2,,,2022,,,0,,,6158355,ON,5.2,M,,2022-03-22 00:00:00,,,M,3,22,TORONTO CITY,,
-79.4,43.666666666666664,93,,,1.4,6158355.2022.3.23,19.5,49,,,2.6,,15.4,,,2022,,,0,,,6158355,ON,3.8,M,,2022-03-23 00:00:00,,,M,3,23,TORONTO CITY,,
-79.4,43.666666666666664,94,,,3.5,6158355.2022.3.24,0,64,,,7.2,,10.8,,,2022,,,0,,,6158355,ON,10.8,M,0,2022-03-24 00:00:00,,,M,3,24,TORONTO CITY,,
-79.4,43.666666666666664,87,,,3.7,6158355.2022.3.25,0,61,,,5.2,,12.8,,,2022,,,0,,,6158355,ON,6.7,M,1,2022-03-25 00:00:00,,,M,3,25,TORONTO CITY,,
-79.4,43.666666666666664,88,,,0,6158355.2022.3.26,1.7,57,,,3.9,,14.1,,,2022,,,0,,,6158355,ON,7.9,M,1,2022-03-26 00:00:00,,,M,3,26,TORONTO CITY,,
-79.4,43.666666666666664,84,,,-7.3,6158355.2022.3.27,1,48,,,-3.7,,21.7,,,2022,,,0,,,6158355,ON,0,M,0,2022-03-27 00:00:00,,,M,3,27,TORONTO CITY,,
-79.4,43.666666666666664,67,,,-10.1,6158355.2022.3.28,0,43,,,-7.4,,25.4,,,2022,,,0,,,6158355,ON,-4.7,M,,2022-03-28 00:00:00,,,M,3,28,TORONTO CITY,,
-79.4,43.666666666666664,72,,,-6.8,6158355.2022.3.29,0,25,,,-2.1,,20.1,,,2022,,,0,,,6158355,ON,2.7,M,1,2022-03-29 00:00:00,,,M,3,29,TORONTO CITY,,
-79.4,43.666666666666664,82,,,-1.9,6158355.2022.3.30,3,35,,,1.9,,16.1,,,2022,,,0,,,6158355,ON,5.7,M,0,2022-03-30 00:00:00,,,M,3,30,TORONTO CITY,,
-79.4,43.666666666666664,77,,,4.4,6158355.2022.3.31,0.3,49,,,10.4,,7.6,,,2022,,,0,,,6158355,ON,16.5,M,,2022-03-31 00:00:00,,,M,3,31,TORONTO CITY,,
-79.4,43.666666666666664,91,,,-0.5,6158355.2022.4.1,1.7,53,,,1.9,,16.1,,,2022,,,0,,,6158355,ON,4.4,M,,2022-04-01 00:00:00,,,M,4,1,TORONTO CITY,,
-79.4,43.666666666666664,69,,,-1.2,6158355.2022.4.2,0,47,,,2.3,,15.7,,,2022,,,0,,,6158355,ON,5.8,M,,2022-04-02 00:00:00,,,M,4,2,TORONTO CITY,,
-79.4,43.666666666666664,78,,,1.3,6158355.2022.4.3,0,52,,,4.4,,13.6,,,2022,,,0,,,6158355,ON,7.6,M,,2022-04-03 00:00:00,,,M,4,3,TORONTO CITY,,
-79.4,43.666666666666664,80,,,-0.1,6158355.2022.4.4,0,50,,,3.9,,14.1,,,2022,,,0,,,6158355,ON,7.8,M,,2022-04-04 00:00:00,,,M,4,4,TORONTO CITY,,
-79.4,43.666666666666664,84,,,3.7,6158355.2022.4.5,0.5,45,,,7.5,,10.5,,,2022,,,0,,,6158355,ON,11.4,M,,2022-04-05 00:00:00,,,M,4,5,TORONTO CITY,,
-79.4,43.666666666666664,97,,,7.4,6158355.2022.4.6,5.5,48,,,9.3,,8.7,,,2022,,,0,,,6158355,ON,11.2,M,,2022-04-06 00:00:00,,,M,4,6,TORONTO CITY,,
-79.4,43.666666666666664,95,,,6.1,6158355.2022.4.7,1.6,60,,,9.6,,8.4,,,2022,,,0,,,6158355,ON,13.1,M,,2022-04-07 00:00:00,,,M,4,7,TORONTO CITY,,
-79.4,43.666666666666664,87,,,3.5,6158355.2022.4.8,1,58,,,6.7,,11.3,,,2022,,,0,,,6158355,ON,9.9,M,,2022-04-08 00:00:00,,,M,4,8,TORONTO CITY,,
-79.4,43.666666666666664,88,,,2.3,6158355.2022.4.9,0,56,,,5.4,,12.6,,,2022,,,0,,,6158355,ON,8.5,M,,2022-04-09 00:00:00,,,M,4,9,TORONTO CITY,,
-79.4,43.666666666666664,79,,,1.9,6158355.2022.4.10,0,44,,,5.6,,12.4,,,2022,,,0,,,6158355,ON,9.3,M,,2022-04-10 00:00:00,,,M,4,10,TORONTO CITY,,
-79.4,43.666666666666664,86,,,3.4,6158355.2022.4.11,0.2,52,,,7.1,,10.9,,,2022,,,0,,,6158355,ON,10.8,M,,2022-04-11 00:00:00,,,M,4,11,TORONTO CITY,,
-79.4,43.666666666666664,64,,,7.1,6158355.2022.4.12,0,25,,,11.4,,6.6,,,2022,,,0,,,6158355,ON,15.7,M,,2022-04-12 00:00:00,,,M,4,12,TORONTO CITY,,
-79.4,43.666666666666664,95,,,9.2,6158355.2022.4.13,3.1,40,,,12.9,,5.1,,,2022,,,0,,,6158355,ON,16.5,M,,2022-04-13 00:00:00,,,M,4,13,TORONTO CITY,,
-79.4,43.666666666666664,96,,,7.9,6158355.2022.4.14,0.1,24,,,11.2,,6.8,,,2022,,,0,,,6158355,ON,14.6,M,,2022-04-14 00:00:00,,,M,4,14,TORONTO CITY,,
-79.4,43.666666666666664,74,,,4,6158355.2022.4.15,0.8,36,,,9,,9,,,2022,,,0,,,6158355,ON,14,M,,2022-04-15 00:00:00,,,M,4,15,TORONTO CITY,,
